device_id,ts,anomaly_type,confidence_score,carbon_credit_impact_pct
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 04:59:32.114000+00:00,cell_imbalance_high,0.926,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 04:59:32.114000+00:00,discharge_spike_vs_rolling,0.926,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:00:02.167000+00:00,cell_imbalance_high,0.926,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:00:32.231000+00:00,cell_imbalance_high,0.926,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:01:02.144000+00:00,cell_imbalance_high,0.8569,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:01:32.108000+00:00,cell_imbalance_high,0.8569,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:02:02.108000+00:00,cell_imbalance_high,0.8569,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:02:32.112000+00:00,cell_imbalance_high,0.8569,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:03:02.121000+00:00,cell_imbalance_high,0.8569,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:03:32.107000+00:00,cell_imbalance_high,0.8569,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:04:02.116000+00:00,cell_imbalance_high,0.8569,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:04:32.121000+00:00,cell_imbalance_high,0.8569,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:05:02.110000+00:00,cell_imbalance_high,0.8569,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:05:32.111000+00:00,cell_imbalance_high,0.8569,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:06:02.212000+00:00,cell_imbalance_high,0.8383,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:06:32.107000+00:00,cell_imbalance_high,0.8383,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:07:02.107000+00:00,cell_imbalance_high,0.8383,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:07:32.116000+00:00,cell_imbalance_high,0.8383,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:08:02.133000+00:00,cell_imbalance_high,0.8383,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:08:32.116000+00:00,cell_imbalance_high,0.8383,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:09:02.118000+00:00,cell_imbalance_high,0.8383,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:09:32.124000+00:00,cell_imbalance_high,0.8383,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:10:02.109000+00:00,cell_imbalance_high,0.8383,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:10:32.114000+00:00,cell_imbalance_high,0.8383,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:11:02.120000+00:00,cell_imbalance_high,0.8383,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:11:32.182000+00:00,cell_imbalance_high,0.8383,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:12:02.184000+00:00,cell_imbalance_high,0.8383,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:12:32.121000+00:00,cell_imbalance_high,0.8383,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:13:02.108000+00:00,cell_imbalance_high,0.8383,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:13:32.114000+00:00,cell_imbalance_high,0.8383,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:14:02.134000+00:00,cell_imbalance_high,0.8383,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:14:32.119000+00:00,cell_imbalance_high,0.8383,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:15:02.115000+00:00,cell_imbalance_high,0.8383,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:15:32.117000+00:00,cell_imbalance_high,0.8383,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:16:02.113000+00:00,cell_imbalance_high,0.7623,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:16:32.116000+00:00,cell_imbalance_high,0.7623,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:17:02.207000+00:00,cell_imbalance_high,0.7623,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:17:32.116000+00:00,cell_imbalance_high,0.7623,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:20:32.122000+00:00,discharge_spike_vs_rolling,0.6155,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:21:02.114000+00:00,discharge_spike_vs_rolling,0.6155,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:21:32.105000+00:00,discharge_spike_vs_rolling,0.6155,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:22:02.112000+00:00,discharge_spike_vs_rolling,0.6155,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:22:32.181000+00:00,discharge_spike_vs_rolling,0.6108,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:23:02.121000+00:00,discharge_spike_vs_rolling,0.6108,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:23:32.115000+00:00,discharge_spike_vs_rolling,0.6108,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:24:02.121000+00:00,discharge_spike_vs_rolling,0.6108,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:24:32.119000+00:00,discharge_spike_vs_rolling,0.5653,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:25:02.119000+00:00,discharge_spike_vs_rolling,0.5653,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:25:32.111000+00:00,discharge_spike_vs_rolling,0.5653,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:26:02.110000+00:00,discharge_spike_vs_rolling,0.5653,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:26:32.116000+00:00,discharge_spike_vs_rolling,0.5541,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:27:02.215000+00:00,discharge_spike_vs_rolling,0.5541,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:27:32.122000+00:00,discharge_spike_vs_rolling,0.5541,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:28:32.120000+00:00,discharge_spike_vs_rolling,0.5837,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:29:02.113000+00:00,discharge_spike_vs_rolling,0.5837,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:29:32.112000+00:00,discharge_spike_vs_rolling,0.5837,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:38:32.117000+00:00,discharge_spike_vs_rolling,0.5905,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 05:39:02.156000+00:00,discharge_spike_vs_rolling,0.5905,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 11:13:06.288000+00:00,discharge_spike_vs_rolling,0.5217,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 11:13:36.297000+00:00,discharge_spike_vs_rolling,0.5217,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 11:14:06.289000+00:00,discharge_spike_vs_rolling,0.5217,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 11:14:36.289000+00:00,discharge_spike_vs_rolling,0.5217,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 11:15:06.291000+00:00,discharge_spike_vs_rolling,0.5639,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 11:15:36.288000+00:00,discharge_spike_vs_rolling,0.5639,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 11:16:06.283000+00:00,discharge_spike_vs_rolling,0.5639,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 11:16:36.361000+00:00,discharge_spike_vs_rolling,0.5639,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 11:17:06.287000+00:00,discharge_spike_vs_rolling,0.5261,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 11:17:36.290000+00:00,discharge_spike_vs_rolling,0.5261,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 11:18:06.287000+00:00,discharge_spike_vs_rolling,0.5261,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 11:19:06.284000+00:00,discharge_spike_vs_rolling,0.5696,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 11:19:36.284000+00:00,discharge_spike_vs_rolling,0.5696,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 11:20:06.280000+00:00,discharge_spike_vs_rolling,0.5696,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 11:23:06.289000+00:00,discharge_spike_vs_rolling,0.5667,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 11:23:36.288000+00:00,discharge_spike_vs_rolling,0.5667,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 13:41:06.288000+00:00,discharge_spike_vs_rolling,0.4863,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 13:41:36.283000+00:00,discharge_spike_vs_rolling,0.4863,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 13:42:06.287000+00:00,discharge_spike_vs_rolling,0.4863,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 13:42:36.284000+00:00,discharge_spike_vs_rolling,0.4863,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 13:43:06.285000+00:00,discharge_spike_vs_rolling,0.4863,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 13:43:36.281000+00:00,discharge_spike_vs_rolling,0.487,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 13:44:06.290000+00:00,discharge_spike_vs_rolling,0.487,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 13:44:36.284000+00:00,discharge_spike_vs_rolling,0.487,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 13:45:06.339000+00:00,discharge_spike_vs_rolling,0.487,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 13:45:36.284000+00:00,discharge_spike_vs_rolling,0.5663,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 14:47:06.283000+00:00,discharge_spike_vs_rolling,0.5163,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 14:47:36.279000+00:00,discharge_spike_vs_rolling,0.5163,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 14:48:06.297000+00:00,discharge_spike_vs_rolling,0.5163,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 14:48:36.284000+00:00,discharge_spike_vs_rolling,0.5163,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 14:49:06.284000+00:00,discharge_spike_vs_rolling,0.5897,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 14:49:36.279000+00:00,discharge_spike_vs_rolling,0.5897,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 14:50:06.285000+00:00,discharge_spike_vs_rolling,0.5897,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 14:50:36.284000+00:00,discharge_spike_vs_rolling,0.5897,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 14:51:06.327000+00:00,discharge_spike_vs_rolling,0.517,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 14:51:36.283000+00:00,discharge_spike_vs_rolling,0.517,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 14:53:06.284000+00:00,discharge_spike_vs_rolling,0.5185,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 14:53:36.283000+00:00,discharge_spike_vs_rolling,0.5185,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 14:54:06.284000+00:00,discharge_spike_vs_rolling,0.5185,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 14:54:36.284000+00:00,discharge_spike_vs_rolling,0.5185,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 14:55:06.289000+00:00,discharge_spike_vs_rolling,0.5825,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 14:55:36.286000+00:00,discharge_spike_vs_rolling,0.5825,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 14:56:06.283000+00:00,discharge_spike_vs_rolling,0.5825,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 14:56:36.338000+00:00,discharge_spike_vs_rolling,0.5825,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 14:57:06.285000+00:00,discharge_spike_vs_rolling,0.5191,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 14:57:36.284000+00:00,discharge_spike_vs_rolling,0.5191,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 14:58:06.284000+00:00,discharge_spike_vs_rolling,0.5191,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 14:58:36.286000+00:00,discharge_spike_vs_rolling,0.5191,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 14:59:06.285000+00:00,discharge_spike_vs_rolling,0.5218,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 14:59:36.283000+00:00,discharge_spike_vs_rolling,0.5218,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 15:00:06.285000+00:00,discharge_spike_vs_rolling,0.5218,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 15:00:36.286000+00:00,discharge_spike_vs_rolling,0.5218,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 15:01:06.287000+00:00,discharge_spike_vs_rolling,0.5199,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 15:07:36.319000+00:00,discharge_spike_vs_rolling,0.5441,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 15:08:06.283000+00:00,discharge_spike_vs_rolling,0.5441,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 15:09:36.283000+00:00,discharge_spike_vs_rolling,0.5482,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 15:10:06.290000+00:00,discharge_spike_vs_rolling,0.5482,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 15:10:36.286000+00:00,discharge_spike_vs_rolling,0.5482,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 15:11:06.286000+00:00,discharge_spike_vs_rolling,0.5482,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 15:11:36.283000+00:00,discharge_spike_vs_rolling,0.5482,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 15:12:06.292000+00:00,discharge_spike_vs_rolling,0.5482,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 15:12:36.284000+00:00,discharge_spike_vs_rolling,0.5482,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 15:13:36.286000+00:00,discharge_spike_vs_rolling,0.5616,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 15:14:06.285000+00:00,discharge_spike_vs_rolling,0.5616,100.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 16:25:06.283000+00:00,cell_imbalance_high,0.5747,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 16:25:36.284000+00:00,cell_imbalance_high,0.5747,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 16:26:06.283000+00:00,cell_imbalance_high,0.5747,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 16:26:36.283000+00:00,cell_imbalance_high,0.5747,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 16:29:06.283000+00:00,cell_imbalance_high,0.5461,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 16:29:36.283000+00:00,cell_imbalance_high,0.5461,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 16:30:06.309000+00:00,cell_imbalance_high,0.5461,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 16:30:36.285000+00:00,cell_imbalance_high,0.5461,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 16:33:06.284000+00:00,cell_imbalance_high,0.5364,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 16:33:36.283000+00:00,cell_imbalance_high,0.5364,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 16:34:06.287000+00:00,cell_imbalance_high,0.5364,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 16:34:36.284000+00:00,cell_imbalance_high,0.5364,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 16:35:06.291000+00:00,cell_imbalance_high,0.4965,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 16:35:36.311000+00:00,cell_imbalance_high,0.4965,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 16:36:06.284000+00:00,cell_imbalance_high,0.4965,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 16:36:36.285000+00:00,cell_imbalance_high,0.4965,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 16:37:06.284000+00:00,cell_imbalance_high,0.4807,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 16:37:36.283000+00:00,cell_imbalance_high,0.4807,0.0
4bf8774e51dd02dea1153b159c0995924a6fef3ec15326e309eb1fd3c94e85b8,2026-02-04 16:38:06.283000+00:00,cell_imbalance_high,0.4807,0.0
