device_id,imei_token,last_ping_time,device_status,gps_lat,gps_lon,gps_speed_kmh,gps_delta_km,gps_total_km,battery_state,battery_soc_pct,battery_capacity_ah,battery_usable_ah,capacity_discharge_ah,capacity_charge_ah,battery_voltage_v,cell_voltage_min,cell_voltage_max,battery_temp_c,battery_soh_pct,ts
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-03T22:20:14Z,Inactive,11.0457945,76.8992,1.98,0.0,820.01,Idle,99,125,124.76,123.51,1.25,7.92,3.33,3.33,28.51,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-03T22:21:21Z,Inactive,11.0457945,76.8992,1.75,0.0,820.01,Idle,99,125,124.76,123.51,1.25,7.92,3.33,3.33,28.51,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-03T21:44:28Z,Inactive,11.045727,76.90044,2.59,0.0,820.01,Idle,99,125,124.76,123.51,1.25,7.92,3.33,3.33,28.51,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-03T22:56:00Z,Inactive,11.045608,76.90044,0.37,0.0,820.01,Idle,99,125,124.76,123.51,1.25,7.92,3.33,3.33,28.51,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-03T22:57:08Z,Inactive,11.045608,76.90044,0.09,0.0,820.01,Idle,99,125,124.76,123.51,1.25,7.92,3.33,3.33,28.51,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-03T23:32:54Z,Inactive,11.045684,76.90037,1.57,0.0,820.01,Idle,99,125,124.76,123.51,1.25,7.92,3.33,3.33,28.51,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T00:07:34Z,Inactive,11.04555,76.90042,3.28,0.0,820.01,Idle,99,125,124.76,123.51,1.25,7.92,3.33,3.33,28.51,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T00:08:41Z,Inactive,11.04555,76.90042,2.84,0.0,820.01,Idle,99,125,124.76,123.51,1.25,7.92,3.33,3.33,28.51,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-03T23:31:48Z,Inactive,11.045684,76.90037,2.5,0.0,820.01,Idle,99,125,124.76,123.51,1.25,7.92,3.33,3.33,28.51,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T00:44:27Z,Inactive,11.045741,76.90028,1.28,0.0,820.01,Idle,99,125,124.76,123.51,1.25,7.92,3.33,3.33,28.51,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T01:19:06Z,Inactive,11.045741,76.90028,0.0,0.0,820.01,Idle,99,125,124.76,123.51,1.25,7.92,3.33,3.33,28.51,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T01:20:13Z,Inactive,11.045741,76.90028,0.0,0.0,820.01,Idle,99,125,124.76,123.51,1.25,7.92,3.33,3.33,28.51,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T00:43:20Z,Inactive,11.045741,76.90028,4.96,0.0,820.01,Idle,99,125,124.76,123.51,1.25,7.92,3.33,3.33,28.51,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T01:54:52Z,Inactive,11.045741,76.90028,0.0,0.0,820.01,Idle,99,125,124.76,123.51,1.25,7.92,3.33,3.33,28.51,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T01:56:00Z,Inactive,11.045881,76.900536,1.4,0.0,820.01,Idle,99,125,124.76,123.51,1.25,7.92,3.33,3.33,28.51,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T02:30:39Z,Inactive,11.045881,76.900536,0.0,0.0,820.01,Idle,99,125,124.76,123.51,1.25,7.92,3.33,3.33,28.51,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T02:31:46Z,Inactive,11.045701,76.900246,2.92,0.0,820.01,Idle,99,125,124.76,123.51,1.25,7.92,3.33,3.33,28.51,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T03:06:26Z,Inactive,11.045755,76.9003,0.38,0.0,820.01,Idle,99,125,124.76,123.51,1.25,7.92,3.33,3.33,28.51,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T03:07:33Z,Inactive,11.045755,76.9003,1.14,0.0,820.01,Idle,99,125,124.76,123.51,1.25,7.92,3.33,3.33,28.51,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T03:41:12Z,Inactive,11.045734,76.90036,0.4,0.0,820.01,Idle,99,125,124.76,123.51,1.25,7.92,3.33,3.33,28.51,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T04:45:48Z,Active,11.04563,76.9004,2.45,0.0,820.04,Discharging,98,125,124.76,122.26,2.5,7.91,3.32,3.33,28.51,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T04:47:50Z,Active,11.04563,76.9004,2.64,0.0,820.06,Discharging,98,125,124.76,122.26,2.5,7.9,3.32,3.33,28.51,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T04:49:26Z,Inactive,11.04563,76.9004,3.88,0.0,820.09,Idle,98,125,124.76,122.26,2.5,7.9,3.32,3.32,28.51,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T04:54:05Z,Active,11.04563,76.9004,0.0,0.0,820.09,Charging,99,125,124.76,123.51,1.25,7.98,3.35,3.36,26.14,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T04:56:07Z,Active,11.045709,76.90038,6.55,0.0,820.09,Charging,99,125,124.76,123.51,1.25,8.1,3.4,3.41,26.23,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T04:58:09Z,Inactive,11.045709,76.90038,0.65,0.0,820.09,Idle,99,125,124.76,123.51,1.25,8.16,3.4,3.54,26.29,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T04:58:27Z,Inactive,11.045709,76.90038,5.67,0.0,820.09,Idle,99,125,124.76,123.51,1.25,8.14,3.39,3.51,26.29,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T05:03:57Z,Inactive,11.045709,76.90038,0.0,0.0,820.09,Idle,99,125,124.76,123.51,1.25,8.06,3.36,3.47,26.29,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T05:15:58Z,Active,11.045721,76.90031,18.95,0.0,820.18,Discharging,99,125,124.76,123.51,1.25,7.98,3.34,3.41,26.29,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T05:17:59Z,Active,11.048907,76.90454,37.08,0.6,820.77,Discharging,99,125,124.76,123.51,1.25,7.84,3.29,3.31,26.38,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T05:17:59Z,Active,11.048907,76.90454,37.08,0.0,820.77,Discharging,99,125,124.76,123.51,1.25,7.84,3.29,3.31,26.38,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T05:20:00Z,Active,11.05366,76.90582,30.28,1.07,821.84,Discharging,98,125,124.76,122.26,2.5,7.81,3.28,3.29,26.45,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T05:20:00Z,Active,11.05366,76.90582,30.28,0.0,821.84,Discharging,98,125,124.76,122.26,2.5,7.81,3.28,3.29,26.45,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T05:22:02Z,Active,11.062413,76.9058,4.54,1.1,822.95,Discharging,97,125,124.76,121.02,3.74,7.86,3.3,3.31,26.51,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T05:22:02Z,Active,11.062413,76.9058,4.54,0.0,822.95,Discharging,97,125,124.76,121.02,3.74,7.86,3.3,3.31,26.51,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T05:24:03Z,Active,11.06572,76.902405,36.43,0.0,824.01,Discharging,96,125,124.76,119.77,4.99,7.82,3.29,3.29,26.52,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T05:26:04Z,Active,11.066234,76.89293,25.47,0.0,825.18,Discharging,96,125,124.76,119.77,4.99,7.85,3.3,3.3,26.63,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T05:28:05Z,Active,11.0699835,76.88401,28.22,0.0,825.86,Discharging,95,125,124.76,118.52,6.24,7.87,3.31,3.31,26.65,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T05:30:07Z,Active,11.071182,76.879395,0.14,0.0,826.52,Discharging,95,125,124.76,118.52,6.24,7.89,3.31,3.32,26.71,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T05:32:09Z,Active,11.071182,76.879395,0.35,0.02,826.54,Discharging,95,125,124.76,118.52,6.24,7.9,3.32,3.32,26.71,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T05:32:09Z,Active,11.071182,76.879395,0.35,0.0,826.54,Discharging,95,125,124.76,118.52,6.24,7.9,3.32,3.32,26.71,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T05:34:11Z,Active,11.071518,76.8747,37.7,0.61,827.15,Discharging,94,125,124.76,117.27,7.49,7.83,3.29,3.3,26.71,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T05:36:12Z,Active,11.07448,76.86268,37.35,0.0,828.4,Discharging,94,125,124.76,117.27,7.49,7.82,3.29,3.29,26.85,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T05:38:14Z,Active,11.076568,76.85103,37.31,1.27,829.67,Discharging,93,125,124.76,116.02,8.73,7.82,3.29,3.29,26.85,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T05:40:15Z,Active,11.076445,76.85575,37.01,0.0,830.77,Discharging,92,125,124.76,114.78,9.98,7.85,3.3,3.3,27.04,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T05:42:16Z,Active,11.07408,76.86494,23.8,1.24,832.01,Discharging,92,125,124.76,114.78,9.98,7.86,3.3,3.31,27.12,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T05:42:16Z,Active,11.07408,76.86494,23.8,0.0,832.01,Discharging,92,125,124.76,114.78,9.98,7.86,3.3,3.31,27.12,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T05:44:17Z,Active,11.071854,76.87403,37.71,0.0,833.19,Discharging,91,125,124.76,113.53,11.23,7.85,3.3,3.3,27.13,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T05:46:19Z,Active,11.069701,76.88445,35.21,0.0,834.24,Discharging,91,125,124.76,113.53,11.23,7.84,3.29,3.3,27.17,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T05:50:22Z,Active,11.06575,76.90559,33.86,1.27,836.49,Discharging,89,125,124.76,111.03,13.72,7.86,3.3,3.31,27.27,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T05:50:22Z,Active,11.06575,76.90559,33.86,0.0,836.49,Discharging,89,125,124.76,111.03,13.72,7.86,3.3,3.31,27.27,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T05:52:23Z,Active,11.06575,76.90559,34.29,0.75,837.24,Discharging,89,125,124.76,111.03,13.72,7.89,3.32,3.32,27.3,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T05:52:23Z,Active,11.06575,76.90559,34.29,0.0,837.24,Discharging,89,125,124.76,111.03,13.72,7.89,3.32,3.32,27.3,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T05:54:25Z,Active,11.057352,76.90392,13.95,0.0,837.85,Discharging,89,125,124.76,111.03,13.72,7.88,3.31,3.31,27.34,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T05:58:27Z,Active,11.045216,76.900734,0.07,0.68,839.6,Discharging,88,125,124.76,109.79,14.97,7.89,3.32,3.32,27.48,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T06:00:29Z,Active,11.045216,76.900734,0.0,0.0,839.61,Discharging,88,125,124.76,109.79,14.97,7.9,3.32,3.33,27.48,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T06:02:31Z,Inactive,11.045216,76.900734,2.18,0.0,839.7,Idle,88,125,124.76,109.79,14.97,7.9,3.32,3.33,27.48,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T04:45:48Z,Active,11.04563,76.9004,2.45,0.03,820.04,Discharging,98,125,124.76,122.26,2.5,7.91,3.32,3.33,28.51,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T06:02:47Z,Inactive,11.045216,76.900734,2.15,0.0,839.7,Idle,88,125,124.76,109.79,14.97,7.91,3.32,3.33,27.48,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T06:19:11Z,Active,11.045671,76.90038,8.64,0.37,840.06,Discharging,88,125,124.76,109.79,14.97,7.84,3.29,3.3,28.4,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T06:19:11Z,Active,11.045671,76.90038,8.64,0.0,840.06,Discharging,88,125,124.76,109.79,14.97,7.84,3.29,3.3,28.4,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T06:21:12Z,Active,11.048046,76.90437,29.2,0.83,840.9,Discharging,87,125,124.76,108.54,16.22,7.81,3.28,3.29,28.45,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T06:21:12Z,Active,11.048046,76.90437,29.2,0.0,840.9,Discharging,87,125,124.76,108.54,16.22,7.81,3.28,3.29,28.45,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T06:23:14Z,Active,11.058127,76.904015,27.44,0.0,841.94,Discharging,86,125,124.76,107.29,17.47,7.87,3.31,3.31,28.57,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T06:25:16Z,Active,11.062556,76.90582,12.53,0.95,842.89,Discharging,86,125,124.76,107.29,17.47,7.89,3.31,3.32,28.64,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T06:25:16Z,Active,11.062556,76.90582,12.53,0.0,842.89,Discharging,86,125,124.76,107.29,17.47,7.89,3.31,3.32,28.64,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T06:27:18Z,Active,11.0649,76.914536,19.09,0.0,843.6,Discharging,85,125,124.76,106.04,18.71,7.88,3.29,3.32,28.68,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T04:49:26Z,Inactive,11.04563,76.9004,3.88,0.03,820.09,Idle,98,125,124.76,122.26,2.5,7.9,3.32,3.32,28.51,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T04:47:50Z,Active,11.04563,76.9004,2.64,0.03,820.06,Discharging,98,125,124.76,122.26,2.5,7.9,3.32,3.33,28.51,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T06:29:19Z,Active,11.066605,76.9189,35.34,0.0,844.63,Discharging,85,125,124.76,106.04,18.71,7.82,3.29,3.31,28.72,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T06:33:21Z,Active,11.07834,76.92467,19.06,0.0,846.37,Discharging,84,125,124.76,104.8,19.96,7.83,3.29,3.29,28.87,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T06:37:23Z,Active,11.079045,76.93924,32.49,0.0,847.88,Discharging,83,125,124.76,103.55,21.21,7.84,3.29,3.3,28.95,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T06:39:25Z,Active,11.089043,76.938576,30.53,0.0,848.96,Discharging,82,125,124.76,102.3,22.46,7.89,3.31,3.32,29.01,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T06:41:27Z,Active,11.099076,76.93866,2.48,0.0,849.99,Discharging,82,125,124.76,102.3,22.46,7.89,3.31,3.32,29.1,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T06:43:29Z,Active,11.103791,76.938095,36.2,0.96,850.95,Discharging,81,125,124.76,101.05,23.7,7.83,3.29,3.29,29.17,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T06:43:29Z,Active,11.103791,76.938095,36.2,0.0,850.95,Discharging,81,125,124.76,101.05,23.7,7.83,3.29,3.29,29.17,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T06:47:32Z,Active,11.127162,76.9352,37.33,0.0,853.37,Discharging,80,125,124.76,99.81,24.95,7.82,3.29,3.29,29.23,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T06:49:34Z,Active,11.135528,76.93929,39.18,0.0,854.67,Discharging,79,125,124.76,98.56,26.2,7.84,3.29,3.3,29.32,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T06:51:36Z,Active,11.1494255,76.94413,36.6,0.0,855.96,Discharging,78,125,124.76,97.31,27.45,7.87,3.31,3.31,29.49,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T05:15:58Z,Active,11.045721,76.90031,18.95,0.09,820.18,Discharging,99,125,124.76,123.51,1.25,7.98,3.34,3.41,26.29,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T05:24:03Z,Active,11.06572,76.902405,36.43,1.07,824.01,Discharging,96,125,124.76,119.77,4.99,7.82,3.29,3.29,26.52,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T05:28:05Z,Active,11.0699835,76.88401,28.22,0.68,825.86,Discharging,95,125,124.76,118.52,6.24,7.87,3.31,3.31,26.65,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T05:30:07Z,Active,11.071182,76.879395,0.14,0.67,826.52,Discharging,95,125,124.76,118.52,6.24,7.89,3.31,3.32,26.71,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T05:26:04Z,Active,11.066234,76.89293,25.47,1.16,825.18,Discharging,96,125,124.76,119.77,4.99,7.85,3.3,3.3,26.63,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T05:34:11Z,Active,11.071518,76.8747,37.7,0.0,827.15,Discharging,94,125,124.76,117.27,7.49,7.83,3.29,3.3,26.71,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T05:38:14Z,Active,11.076568,76.85103,37.31,0.0,829.67,Discharging,93,125,124.76,116.02,8.73,7.82,3.29,3.29,26.85,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T05:40:15Z,Active,11.076445,76.85575,37.01,1.09,830.77,Discharging,92,125,124.76,114.78,9.98,7.85,3.3,3.3,27.04,99.81,
TEC0325A0600002,b584e90b2b8b1bfd0a817466c1113e3f14ce2a841a9f7c7a68424b1af066b2ac,2026-02-04T06:53:37Z,Active,11.159192,76.94533,40.85,0.0,857.25,Discharging,78,125,124.76,97.31,27.45,7.87,3.31,3.31,29.56,99.81,
